PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118695;-1.636010;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:19:59;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118686;-1.636016;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:00;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118674;-1.636023;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:01;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118662;-1.636030;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:02;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118649;-1.636039;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:03;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118639;-1.636042;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:04;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118627;-1.636042;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:05;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118616;-1.636041;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:06;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-102;-10;-5.0;;4;;;48.118605;-1.636039;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:07;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118594;-1.636036;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:08;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118584;-1.636032;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:09;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118571;-1.636028;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:10;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118561;-1.636026;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:11;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118549;-1.636024;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:12;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118539;-1.636020;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:13;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118528;-1.636017;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:14;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118516;-1.636012;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:15;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118506;-1.636016;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:17;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-96;-9;-5.0;;4;;;48.118495;-1.636018;5;5;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:18;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118484;-1.636022;5;4;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:19;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118473;-1.636030;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:20;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118463;-1.636041;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:21;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118453;-1.636056;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:22;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118449;-1.636073;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:23;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118442;-1.636086;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:24;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118433;-1.636096;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:25;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118420;-1.636094;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:26;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118407;-1.636088;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:27;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118395;-1.636081;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:28;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-95;-15;-5.0;;4;;;48.118383;-1.636070;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:29;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118372;-1.636057;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:30;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118364;-1.636043;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:31;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118354;-1.636034;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:32;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118344;-1.636029;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:33;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118335;-1.636025;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:34;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118325;-1.636026;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:35;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118313;-1.636032;5;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:36;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-67;-90;-9;-5.0;;4;;;48.118306;-1.636046;4;3;0;0;20000;20;1;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:37;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-59;-86;-9;15.0;;3;;;48.118298;-1.636037;4;3;17;49;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:39;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-59;-86;-9;15.0;;3;;;48.118289;-1.636024;4;3;20;58;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:40;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-59;-86;-9;15.0;;3;;;48.118279;-1.636014;4;4;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:41;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-59;-86;-12;15.0;;3;;;48.118271;-1.636004;4;4;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:42;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-59;-86;-12;15.0;;3;;;48.118263;-1.635997;4;4;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:43;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-59;-85;-11;15.0;;3;;;48.118255;-1.635990;4;4;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:44;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-11;11.0;;3;;;48.118245;-1.635980;4;4;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:46;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118230;-1.635973;4;3;10;49;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:48;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118221;-1.635960;4;3;18;74;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:49;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118207;-1.635950;4;3;3;5;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:51;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118197;-1.635940;4;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:52;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118184;-1.635939;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:53;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118175;-1.635936;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:54;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118162;-1.635933;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:55;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118147;-1.635934;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:56;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-84;-13;11.0;;3;;;48.118136;-1.635933;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:57;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118124;-1.635931;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:58;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118112;-1.635925;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:20:59;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118101;-1.635917;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:00;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118091;-1.635907;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:01;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118082;-1.635894;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:02;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118077;-1.635883;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:03;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118072;-1.635866;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:04;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118065;-1.635850;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:05;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118059;-1.635836;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:06;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-8;11.0;;3;;;48.118048;-1.635825;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:07;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.118037;-1.635819;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:08;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.118027;-1.635821;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:09;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.118016;-1.635826;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:10;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.118005;-1.635830;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:11;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.117994;-1.635839;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:12;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.117983;-1.635850;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:13;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.117973;-1.635866;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:14;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.117966;-1.635885;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:15;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.117958;-1.635906;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:16;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.117954;-1.635928;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:17;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-93;-12;11.0;;3;;;48.117949;-1.635949;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:18;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117945;-1.635971;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:19;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117940;-1.635994;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:20;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117937;-1.636011;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:21;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117933;-1.636028;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:22;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117929;-1.636045;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:23;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117925;-1.636063;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:24;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117920;-1.636080;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:25;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117917;-1.636098;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:26;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117913;-1.636115;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:27;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-86;-8;11.0;;3;;;48.117910;-1.636133;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:28;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117907;-1.636145;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:29;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117903;-1.636163;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:30;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117899;-1.636179;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:31;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117894;-1.636197;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:32;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117889;-1.636216;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:33;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117885;-1.636234;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:34;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117882;-1.636250;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:35;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117878;-1.636267;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:36;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-85;-9;11.0;;3;;;48.117874;-1.636292;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:38;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117872;-1.636309;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:39;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117870;-1.636328;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:40;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117867;-1.636343;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:41;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117865;-1.636361;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:42;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117862;-1.636380;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:43;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117858;-1.636399;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:44;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117854;-1.636418;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:45;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117850;-1.636432;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:46;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117845;-1.636448;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:47;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-91;-9;11.0;;3;;;48.117840;-1.636464;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:48;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117835;-1.636480;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:49;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117831;-1.636496;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:50;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117826;-1.636513;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:51;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117822;-1.636530;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:52;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117817;-1.636546;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:53;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117812;-1.636562;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:54;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117808;-1.636577;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:55;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117804;-1.636590;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:56;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117800;-1.636607;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:57;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-92;-10;11.0;;3;;;48.117796;-1.636626;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:58;HOME
20810;4;158800132;620313;4;49402;82;1501;1800 B3;-53;-90;-13;11.0;;3;;;48.117795;-1.636642;5;3;0;0;20000;20,15;2;connected;;;;;;;;;;--;--;Cell not found in the clf database!;2025/07/08;14:21:59;HOME
