DEFINE
BS_ANTENNA|Support_Number|Cartoradio_Number|Lat|Lng|Height|Info_Addr|Info_Municipality|Ant_Number|Dest_Lat|Dest_Lng|Azimuth|AzimuthMin|AzimuthMax|MinFreq|MaxFreq
DELIMITER|Cartoradio_Number|Support_Lat|Support_Lng|Del_Lat|Del_Lng
CONTENT
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|1964.9|1979.7
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|2154.9|2169.7
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|852.0|862.0
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|811.0|821.0
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|708.0|718.0
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|1710.0|1730.0
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|1805.0|1825.0
BS_ANTENNA|30517|854069|48.26166666666666|-1.4077777777777778|23.1|R DES MONTS D'ARRÉES ZI DE CHEDEVILLE|SAINT AUBIN DU CORMIER|2120177|48.26215907054317|-1.4076909536889444|10.0|-55.0|60.0|763.0|773.0
