Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
2278114;-1.6133333333333333;48.1475;"48°8'51.000""N 1°36'48.000""W";35051;LA VICTOIRE;LES TOUCHES - C.R. N° 136;35510;CESSON SEVIGNE;Pylône autostable;30.0;TOTEM
2278308;-1.6286111111111112;48.13027777777778;"48°7'49.000""N 1°37'43.000""W";35051;"";6 B R DU CHÊNE GERMAIN APPART CITY;35510;CESSON SEVIGNE;Bâtiment;25.3;Société Privée SA
2300998;-1.5675;48.161944444444444;"48°9'43.000""N 1°34'3.000""W";35334;LES LANDELLES;RUE LARIBOISIERE;35235;THORIGNE FOUILLARD;Pylône autostable;37.0;CELLNEX
2301455;-1.6277777777777778;48.104166666666664;"48°6'15.000""N 1°37'40.000""W";35051;"";3 RUE DU BAS VILLAGE;35510;CESSON SEVIGNE;Pylône tubulaire;36.0;CELLNEX
2306483;-1.692222222222222;48.15777777777778;"48°9'28.000""N 1°41'32.000""W";35278;"";"6 R D'OUESSANT";35760;SAINT GREGOIRE;Pylône tubulaire;25.5;BOUYGUES
2344062;-1.6622222222222223;48.09;"48°5'24.000""N 1°39'44.000""W";35238;"";SQUARE ALEXIS LE STRAT BOULEVARD PIERRE LEMOINE;35000;RENNES;Pylône tubulaire;30.0;ORANGE
2353507;-1.7555555555555555;48.11277777777778;"48°6'46.000""N 1°45'20.000""W";35353;LE MOULIN DU BOIS;STADE DE FOOTBALL;35132;VEZIN LE COQUET;Pylône tubulaire;31.0;SFR
2368611;-1.6086111111111112;48.14805555555556;"48°8'53.000""N 1°36'31.000""W";35051;LA TOUCHE DOGON;LE FORT BOUEXIERE N136;35510;CESSON SEVIGNE;Pylône autostable;33.0;CELLNEX
2378002;-1.649722222222222;48.094722222222224;"48°5'41.000""N 1°38'59.000""W";35238;"";"127 TER, RUE DE VERN";35000;RENNES;Immeuble;19.0;Société HLM
2381650;-1.5997222222222223;48.07944444444445;"48°4'46.000""N 1°35'59.000""W";35055;LA PLANCHE;AV DES QUATRE VENTS;35135;CHANTEPIE;Pylône autostable;32.6;CELLNEX
2396616;-1.7025000000000001;48.09777777777778;"48°5'52.000""N 1°42'9.000""W";35238;MÉTRO STATION TUNNEL T2;19 RUE DE LA GUIBOURGÈRE;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2396622;-1.6622222222222223;48.12833333333333;"48°7'42.000""N 1°39'44.000""W";35238;METRO STATION TUNNEL 8;ALLÉE DE ROCHESTER;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397178;-1.6722222222222223;48.104166666666664;"48°6'15.000""N 1°40'20.000""W";35238;MÉTRO STATION GARES;18 PLACE DE LA GARE;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397182;-1.651388888888889;48.12416666666667;"48°7'27.000""N 1°39'5.000""W";35238;MÉTRO STATION JOLIOT CURIE;129 BOULEVARD DE VITRÉ;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397184;-1.6669444444444443;48.12166666666667;"48°7'18.000""N 1°40'1.000""W";35238;METRO STATION PUITSLAFOND;29 RUE LAFOND;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397186;-1.7063888888888887;48.100833333333334;"48°6'3.000""N 1°42'23.000""W";35238;METRO STATION CLEUNAY;25 RUE FERDINAND DE LESSEPS;35000;RENNES;Intérieur galerie;0.0;"Commune, communauté de commune"
2397188;-1.7038888888888888;48.105;"48°6'18.000""N 1°42'14.000""W";35238;METRO STATION PUITSVOLTAIRE;91 BOULEVARD VOLTAIRE;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397192;-1.6644444444444444;48.125277777777775;"48°7'31.000""N 1°39'52.000""W";35238;METRO STATION GROS CHENE;24 RUE DE LA MARBAUDAIS;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397194;-1.6522222222222223;48.128055555555555;"48°7'41.000""N 1°39'8.000""W";35238;METRO STATION TUNNEL T9;9 ALLÉE DE ROCHESTER;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397858;-1.6719444444444445;48.108333333333334;"48°6'30.000""N 1°40'19.000""W";35238;METRO STATION DUHAMEL;15 RUE DUHAMEL;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397860;-1.6819444444444445;48.10583333333334;"48°6'21.000""N 1°40'55.000""W";35238;METRO STATION COLOMBIER;20 RUE DU PUITS MAUGER;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2397862;-1.676111111111111;48.11055555555556;"48°6'38.000""N 1°40'34.000""W";35238;METRO STATION ST GERMAIN;PLACE SAINT GERMAIN;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2400329;-1.6983333333333333;48.09638888888889;"48°5'47.000""N 1°41'54.000""W";35281;METRO STATION LACOURROUZE;19 ALLÉE JEANNE LAURENT;35136;SAINT JACQUES DE LA LANDE;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2401865;-1.6775;48.10527777777778;"48°6'19.000""N 1°40'39.000""W";35238;MÉTRO STATION TUNNEL T4;PLACE DU COLOMBIER;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2401867;-1.6469444444444445;48.12305555555555;"48°7'23.000""N 1°38'49.000""W";35238;MÉTRO STATION TUNNEL T10;22 RUE MIRABEAU;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2402733;-1.6758333333333333;48.11833333333333;"48°7'6.000""N 1°40'33.000""W";35238;METRO STATION PUITSVINCENNES;"76 RUE D'ANTRAIN";35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2402894;-1.68;48.11472222222222;"48°6'53.000""N 1°40'48.000""W";35238;METRO STATION ST ANNE;CTR ST-AUBIN PLACE SAINTE ANNE;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2403993;-1.7486111111111111;48.16222222222222;"48°9'44.000""N 1°44'55.000""W";35210;"";LA BOUETELAIS;35740;PACE;Pylône autostable;32.6;CELLNEX
2409017;-1.6708333333333334;48.118611111111115;"48°7'7.000""N 1°40'15.000""W";35238;METRO STATION JULES FERRY;75 RUE JEAN GUÉHENNO;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2409021;-1.6552777777777778;48.12916666666667;"48°7'45.000""N 1°39'19.000""W";35238;METRO STATION LES GAYEULLES;RUE MARTHE-SIMARD RUE GUY ROPARTZ;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2409500;-1.7033333333333334;48.09222222222222;"48°5'32.000""N 1°42'12.000""W";35281;METRO STAT ST JACQUES GAITE;99 BOULEVARD JEAN MERMOZ;35136;SAINT JACQUES DE LA LANDE;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2409856;-1.6997222222222224;48.09388888888889;"48°5'38.000""N 1°41'59.000""W";35281;METRO STATION TUNNEL T1;73 BOULEVARD JEAN MERMOZ;35136;SAINT JACQUES DE LA LANDE;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2410092;-1.6927777777777777;48.10527777777778;"48°6'19.000""N 1°41'34.000""W";35238;MÉTRO STATION MABILAIS;50 RUE DE REDON;35000;RENNES;Intérieur sous-terrain;0.0;"Commune, communauté de commune"
2441693;-1.6719444444444445;48.10333333333333;"48°6'12.000""N 1°40'19.000""W";35238;"";19 PLACE DE LA GARE PROCHE ASCENSEUR;35000;RENNES;Intérieur galerie;17.0;SNCF
2441695;-1.6724999999999999;48.102777777777774;"48°6'10.000""N 1°40'21.000""W";35238;"";19 PL DE LA GARE A CÔTÉ DU MAGASIN PARFOIS;35000;RENNES;Intérieur galerie;17.0;SNCF
2444111;-1.5661111111111112;48.16222222222222;"48°9'44.000""N 1°33'58.000""W";35334;BERNOUVEL;CHEMIN RURAL N°5 DIT DES LANDES;35235;THORIGNE FOUILLARD;Pylône autostable;43.0;ORANGE
2449811;-1.6266666666666667;48.128055555555555;"48°7'41.000""N 1°37'36.000""W";35051;"";1 AV BELLE FONTAINE;35510;CESSON SEVIGNE;Bâtiment;19.2;Société Privée SA
2465067;-1.6469444444444445;48.13333333333333;"48°8'0.000""N 1°38'49.000""W";35238;BASE DE LOISIRS DES GAYEULLES;RUE DU PROFESSEUR MAURICE AUDI BASE DE LOISIRS DES GAYEULLES;35000;RENNES;Pylône tubulaire;30.0;TOTEM
2473303;-1.6766666666666667;48.09361111111111;"48°5'37.000""N 1°40'36.000""W";35238;"";108 BOULEVARD GEORGES CLÉMENCEAU;35200;RENNES;Immeuble;22.0;"Copropriété, Syndic, SCI"
2498932;-1.6108333333333333;48.08111111111111;"48°4'52.000""N 1°36'39.000""W";35055;"";18 RUE DE CEZEMBRE;35135;CHANTEPIE;Pylône autostable;33.2;FREE-MOBILE
2500194;-1.7266666666666666;48.109722222222224;"48°6'35.000""N 1°43'36.000""W";35238;"";24 R NICOLAS JOSEPH CUGNOT;35000;RENNES;Pylône autostable;32.6;CELLNEX
2516508;-1.676111111111111;48.11194444444445;"48°6'43.000""N 1°40'34.000""W";35238;"";15 RUE ST GEORGES;35000;RENNES;Monument religieux;10.0;"Commune, communauté de commune"
2522983;-1.5969444444444445;48.10944444444444;"48°6'34.000""N 1°35'49.000""W";35051;"";RUE DES BUTTES PARC DU BOIS DE LA JUSTICE;35510;CESSON SEVIGNE;Pylône autostable;38.0;CELLNEX
2531438;-1.711111111111111;48.12638888888889;"48°7'35.000""N 1°42'40.000""W";35238;"";13 R DOYEN DENIS LEROY;35000;RENNES;Immeuble;15.4;Société HLM
2534495;-1.6341666666666668;48.10027777777778;"48°6'1.000""N 1°38'3.000""W";35238;"";16 R DU PRE DU BOIS;35000;RENNES;Pylône autostable;20.0;CELLNEX
2534679;-1.6830555555555555;48.1125;"48°6'45.000""N 1°40'59.000""W";35238;"";1 PLACE DE LA TRINITÉ;35000;RENNES;Bâtiment;23.8;Société Privée SA
2546000;-1.6955555555555555;48.131388888888885;"48°7'53.000""N 1°41'44.000""W";35238;"";RUE AURELIE NEMOURS;35000;RENNES;Bâtiment;27.0;"Copropriété, Syndic, SCI"
2576045;-1.6302777777777777;48.083888888888886;"48°5'2.000""N 1°37'49.000""W";35055;"";8 ALLEE DE GUERLEDAN;35135;CHANTEPIE;Pylône tubulaire;17.0;FREE-MOBILE
2582901;-1.6936111111111112;48.13861111111111;"48°8'19.000""N 1°41'37.000""W";35278;"";10 RUE DE LA CERISAIE MAGASIN CEDEO;35760;SAINT GREGOIRE;Pylône tubulaire;37.0;CELLNEX
2585145;-1.6822222222222223;48.099444444444444;"48°5'58.000""N 1°40'56.000""W";35238;"";31 R ANDRE DESILLES;35000;RENNES;Immeuble;19.7;"Copropriété, Syndic, SCI"
2586762;-1.6191666666666666;48.111111111111114;"48°6'40.000""N 1°37'9.000""W";35051;"";BOULEVARD DES ALLIÉS;35510;CESSON SEVIGNE;Pylône autostable;36.0;SFR
2592873;-1.6955555555555555;48.09222222222222;"48°5'32.000""N 1°41'44.000""W";35281;"";58-68 RUE DE LA PILATE;35136;SAINT JACQUES DE LA LANDE;Immeuble;36.4;"Copropriété, Syndic, SCI"
2605775;-1.6099999999999999;48.12777777777778;"48°7'40.000""N 1°36'36.000""W";35051;"";RUE SAINT ROCH;35510;CESSON SEVIGNE;Pylône tubulaire;30.0;FREE-MOBILE
2612771;-1.6263888888888889;48.13;"48°7'48.000""N 1°37'35.000""W";35051;"";3 RUE DU CHÊNE GERMAIN;35510;CESSON SEVIGNE;Bâtiment;24.0;Etablissement de soins
2623497;-1.6305555555555555;48.098333333333336;"48°5'54.000""N 1°37'50.000""W";35238;"";RUE DES VEYETTES PROCHE N136;35000;RENNES;Pylône tubulaire;37.3;FREE-MOBILE
2625003;-1.6477777777777778;48.11805555555556;"48°7'5.000""N 1°38'52.000""W";35238;"";STADE DE RUGBY UNIVERSITAIRE ALLÉE JULES NOËL;35000;RENNES;Pylône tubulaire;25.0;SFR
2631294;-1.6238888888888887;48.110277777777775;"48°6'37.000""N 1°37'26.000""W";35051;LA BARAQUE;CHEMIN DE BRAY;35510;CESSON SEVIGNE;Pylône tubulaire;37.3;FREE-MOBILE
2654805;-1.7202777777777778;48.075833333333335;"48°4'33.000""N 1°43'13.000""W";35281;"";2 RUE JACQUELINE AURIOL ZAC AIRLANDE;35136;SAINT JACQUES DE LA LANDE;Bâtiment;15.5;Société Privée SA
2659642;-1.6147222222222222;48.10888888888889;"48°6'32.000""N 1°36'53.000""W";35051;"";ALLÉE DE BRAY;35510;CESSON SEVIGNE;Pylône autostable;30.7;CELLNEX
2689980;-1.6772222222222222;48.165277777777774;"48°9'55.000""N 1°40'38.000""W";35024;LA GRANDE EPINE;LE CHAMP RENARD;35830;BETTON;Pylône autostable;26.0;CELLNEX
2707259;-1.6766666666666667;48.13;"48°7'48.000""N 1°40'36.000""W";35238;SAINT MARTIN;1 RUE RENE DUMONT;35000;RENNES;Immeuble;24.5;Société Privée SA
2711897;-1.7733333333333334;48.16111111111111;"48°9'40.000""N 1°46'24.000""W";35210;CHAMPAGNE;AVENUE LE BRIX;35740;PACE;Pylône autostable;39.0;FREE-MOBILE
2719593;-1.598611111111111;48.10166666666667;"48°6'6.000""N 1°35'55.000""W";35051;"";RUE DE LA PETITE MONNAIS;35510;CESSON SEVIGNE;Pylône autostable;26.6;CELLNEX
2719599;-1.5969444444444445;48.118611111111115;"48°7'7.000""N 1°35'49.000""W";35051;STADE ROGER BELLIARD;BD DEZERSEUL;35510;CESSON SEVIGNE;Pylône tubulaire;30.9;CELLNEX
2720788;-1.7672222222222222;48.146388888888886;"48°8'47.000""N 1°46'2.000""W";35210;"";5 RUE JEAN MARIE TULLOU;35740;PACE;Pylône autostable;36.0;CELLNEX
2722363;-1.6805555555555556;48.105555555555554;"48°6'20.000""N 1°40'50.000""W";35238;"";40 PL DU COLOMBIÉ-CCAL COLOMBIA;35000;RENNES;Bâtiment;10.0;Société Privée SA
2727844;-1.6397222222222223;48.12583333333333;"48°7'33.000""N 1°38'23.000""W";35238;"";41 AV DES BUTTES DE COESMES;35700;RENNES;Pylône tubulaire;31.5;CELLNEX
2742311;-1.6269444444444443;48.08833333333333;"48°5'18.000""N 1°37'37.000""W";35055;"";8 R DU MOULIN;35135;CHANTEPIE;Pylône autostable;32.5;CELLNEX
2742318;-1.696388888888889;48.102777777777774;"48°6'10.000""N 1°41'47.000""W";35238;"";1 R GISELE FREUND;35000;RENNES;Immeuble;26.5;CELLNEX
2742944;-1.5877777777777777;48.11194444444445;"48°6'43.000""N 1°35'16.000""W";35051;CHAMP BOUCAULT;3 RUE DU ROCHER;35510;CESSON SEVIGNE;Pylône tubulaire;30.0;SFR
2756173;-1.7191666666666667;48.0775;"48°4'39.000""N 1°43'9.000""W";35281;"";5 RUE CLAUDE NOUGARO;35136;SAINT JACQUES DE LA LANDE;Bâtiment;20.2;Société Privée SA
2766223;-1.6380555555555554;48.10638888888889;"48°6'23.000""N 1°38'17.000""W";35238;"";RUE AUGUSTE PAVIE;35000;RENNES;Pylône autostable;20.0;SNCF
2789706;-1.6633333333333333;48.08611111111111;"48°5'10.000""N 1°39'48.000""W";35238;"";1 ALLÉE DE LUCERNE;35000;RENNES;Immeuble;49.0;Société HLM
2794738;-1.5747222222222224;48.14666666666667;"48°8'48.000""N 1°34'29.000""W";35334;LA PETITE REAUTE;AVENUE PIERRE GALERY;35235;THORIGNE FOUILLARD;Pylône autostable;26.0;CELLNEX
2799226;-1.6608333333333332;48.07944444444445;"48°4'46.000""N 1°39'39.000""W";35206;LA BIDOIS;D82;35230;NOYAL CHATILLON SUR SEICHE;Pylône autostable;33.0;TOTEM
2824678;-1.7058333333333333;48.155833333333334;"48°9'21.000""N 1°42'21.000""W";35189;"";1 RUE MARCONI;35760;MONTGERMONT;Pylône autostable;26.0;CELLNEX
2835304;-1.642777777777778;48.07888888888889;"48°4'44.000""N 1°38'34.000""W";35055;"";LE BOIS GUIHEUX;35135;CHANTEPIE;Pylône autostable;26.6;CELLNEX
2836484;-1.5116666666666667;48.07805555555556;"48°4'41.000""N 1°30'42.000""W";35207;LE PATISSEL;GERVIS D92;35530;NOYAL SUR VILAINE;Pylône autostable;32.6;TDF
2840182;-1.6980555555555554;48.099444444444444;"48°5'58.000""N 1°41'53.000""W";35238;"IMMEUBLE  C'RENITY";"7 R ROGER-HENRI GUERRAND IMMEUBLE  C'RENITY";35000;RENNES;Immeuble;37.7;"Copropriété, Syndic, SCI"
