DEFINE
BS_ANTENNA|Support_Number|Cartoradio_Number|Lat|Lng|Height|Info_Addr|Info_Municipality|Ant_Number|Dest_Lat|Dest_Lng|Azimuth|AzimuthMin|AzimuthMax|MinFreq|MaxFreq
DELIMITER|Cartoradio_Number|Support_Lat|Support_Lng|Del_Lat|Del_Lng
CONTENT
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302808|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|1750.0|1765.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302808|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|1845.0|1860.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302808|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|2550.0|2570.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302808|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|2670.0|2690.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302810|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|1750.0|1765.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302810|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|1845.0|1860.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302810|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|2550.0|2570.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302810|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|2670.0|2690.0
BS_ANTENNA|2029816|1719943|48.12138888888889|-1.7113888888888888|-4.5|55 COURS KENNEDY|RENNES|5302808|48.121345311017514|-1.710890791539843|95.0|35.0|155.0|723.0|733.0
